course,equivalent_course
GEOS 28000,GEOS 38000
GEOS 28100,GEOS 38100
GEOS 28300,GEOS 38300
GEOS 29002,GEOS 39002
GRMN 23215,HIST 23200
GRMN 23215,GRMN 33215
GRMN 23215,HIST 33200
GRMN 23510,HIST 23515
GRMN 23510,JWSC 26310
GRMN 23510,SLAV 23510
GRMN 26014,CMLT 26014
GRMN 27114,CMLT 27114
GRMN 28914,GRMN 38914
GRMN 28914,JWSC 28914
GRMN 28914,MUSI 28914
GRMN 28914,MUSI 38914
GRMN 28914,RLIT 38914
GRMN 28914,RLST 28914
GRMN 28914,TAPS 28417
NORW 27000,GRMN 27000
YDDH 10100,JWSC 20300
YDDH 10100,LGLN 27200
YDDH 10100,YDDH 37300
YDDH 10200,JWSC 20400
YDDH 10200,LGLN 27300
YDDH 10200,YDDH 37400
YDDH 10300,JWSC 20500
YDDH 10300,LGLN 27400
YDDH 10300,YDDH 37500
YDDH 20100,JWSC 27301
YDDH 20100,YDDH 39500
YDDH 20200,JWSC 27401
YDDH 20200,YDDH 39600
YDDH 29800,YDDH 39800
HIST 10101,ANTH 20701
HIST 10101,CRES 20701
HIST 10102,ANTH 20702
HIST 10102,CHDV 21401
HIST 10102,CRES 20802
HIST 10800,SALC 20100
HIST 10800,ANTH 24101
HIST 10800,SASC 20000
HIST 10800,SOSC 23000
HIST 10900,SALC 20200
HIST 10900,ANTH 24102
HIST 10900,SASC 20100
HIST 10900,SOSC 23100
HIST 12700,MUSI 12100
HIST 12700,SOSC 21100
HIST 12800,MUSI 12200
HIST 12800,SOSC 21200
HIST 13900,RUSS 25100
HIST 13900,SOSC 24000
HIST 14000,RUSS 25200
HIST 14000,SOSC 24100
HIST 15100,CRES 10800
HIST 15100,EALC 10800
HIST 15100,SOSC 23500
HIST 15200,CRES 10900
HIST 15200,EALC 10900
HIST 15200,SOSC 23600
HIST 15300,CRES 11000
HIST 15300,EALC 11000
HIST 15300,SOSC 23700
HIST 15400,CRES 11200
HIST 15400,EALC 15400
HIST 15400,SOSC 23801
HIST 15602,NEHC 30011
HIST 15602,CLCV 25700
HIST 15602,NEHC 20011
HIST 15603,NEHC 30012
HIST 15603,CLCV 25800
HIST 15603,NEHC 20012
HIST 15604,NEHC 30013
HIST 15604,CLCV 25900
HIST 15604,NEHC 20013
HIST 15702,NEHC 20416
HIST 15703,NEHC 20417
HIST 15704,NEHC 20418
HIST 15801,NEHC 10101
HIST 16101,LACS 16100
HIST 16101,ANTH 23101
HIST 16101,CRES 16101
HIST 16101,HIST 36101
HIST 16101,LACS 34600
HIST 16101,SOSC 26100
HIST 16102,LACS 16200
HIST 16102,ANTH 23102
HIST 16102,CRES 16102
HIST 16102,HIST 36102
HIST 16102,LACS 34700
HIST 16102,SOSC 26200
HIST 16103,LACS 16300
HIST 16103,ANTH 23103
HIST 16103,CRES 16103
HIST 16103,HIST 36103
HIST 16103,LACS 34800
HIST 16103,SOSC 26300
HIST 16402,CRES 16402
HIST 16402,LLSO 26815
HIST 16700,CLCV 20700
HIST 16800,CLCV 20800
HIST 16900,CLCV 20900
HIST 17300,HIPS 17300
HIST 17400,HIPS 17400
HIST 17402,HIPS 17402
HIST 17501,HIPS 17501
HIST 17502,HIPS 17502
HIST 17503,HIPS 17503
HIST 18301,CRES 24001
HIST 18301,ANTH 24001
HIST 18301,SOSC 24001
HIST 18302,CRES 24002
HIST 18302,ANTH 24002
HIST 18302,SOSC 24002
HIST 18303,CRES 24003
HIST 18303,ANTH 24003
HIST 18303,SALC 20702
HIST 18303,SOSC 24003
HIST 20109,HIST 30109
HIST 20109,LLSO 27601
HIST 20109,CRES 20109
HIST 20109,CRES 30109
HIST 20402,HIST 30402
HIST 20402,CLCV 24406
HIST 20402,ANCM 34410
HIST 20402,CLAS 34406
HIST 20403,GREK 22400
HIST 20403,GREK 32400
HIST 20403,HIST 30403
HIST 20802,HIST 30802
HIST 20802,CLCV 24506
HIST 20802,CLAS 34506
HIST 20901,HIST 39800
HIST 20901,CLCV 21700
HIST 20901,CLAS 31700
HIST 20901,ANCM 31700
HIST 21701,HIST 31701
HIST 21701,CLCV 24306
HIST 21701,CLAS 34306
HIST 21702,HIST 31702
HIST 21702,CLCV 24307
HIST 21702,CLAS 34307
HIST 22113,JWSC 20001
HIST 22113,CRES 20001
HIST 22113,NEHC 20401
HIST 22113,NEHC 30401
HIST 22113,RLST 20604
HIST 22202,JWSC 20003
HIST 22202,NEHC 20403
HIST 22202,NEHC 30403
HIST 22202,RLST 20605
HIST 22406,JWSC 20002
HIST 22406,NEHC 20402
HIST 22406,NEHC 30402
HIST 22406,RLST 25801
HIST 22203,HIST 32203
HIST 22900,HIST 32900
HIST 23002,RLST 22602
HIST 23003,HIST 33003
HIST 23003,GEOG 23003
HIST 23003,GEOG 33003
HIST 23200,GRMN 23215
HIST 23200,GRMN 33215
HIST 23200,HIST 33200
HIST 23300,PLSC 23415
HIST 23300,HIST 33300
HIST 23300,LLSO 23415
HIST 23300,PLSC 32815
HIST 23310,HIST 33310
HIST 23510,FNDL 23902
HIST 23510,HIST 33510
HIST 23515,GRMN 23510
HIST 23515,JWSC 26310
HIST 23515,SLAV 23510
HIST 23704,RUSS 22302
HIST 23704,CMLT 22301
HIST 23704,CMLT 32301
HIST 23704,ENGL 28912
HIST 23704,ENGL 32302
HIST 23704,FNDL 27103
HIST 23704,RUSS 32302
HIST 24005,SOSL 27300
HIST 24005,CMLT 23401
HIST 24005,CMLT 33401
HIST 24005,HIST 34005
HIST 24005,NEHC 20573
HIST 24005,NEHC 30573
HIST 24005,SOSL 37300
HIST 24112,EALC 39900
HIST 24112,HIST 34112
HIST 24112,EALC 19000
HIST 24500,HIST 34500
HIST 24500,EALC 24500
HIST 24500,EALC 34500
HIST 24603,ARTH 29704
HIST 24603,ARTH 39704
HIST 24603,EALC 29704
HIST 24603,EALC 39704
HIST 24603,HIST 34603
HIST 34603,ARTH 29704
HIST 34603,ARTH 39704
HIST 34603,EALC 29704
HIST 34603,EALC 39704
HIST 34603,HIST 24603
HIST 24607,CRES 24607
HIST 24607,EALC 24608
HIST 24803,HIST 34803
HIST 24803,EALC 24803
HIST 24803,EALC 34803
HIST 24807,EALC 24808
HIST 25109,PHIL 22000
HIST 25109,HIST 35109
HIST 25109,PHIL 32000
HIST 25311,HIPS 25311
HIST 25503,HIPS 29800
HIST 25506,HIST 35506
HIST 25506,HIPS 25506
HIST 25506,CHSS 35506
HIST 25506,PHIL 24301
HIST 25506,PHIL 34301
HIST 25510,HIST 35505
HIST 25510,HIPS 28002
HIST 25510,CHSS 31502
HIST 25701,CLAS 30200
HIST 25701,CLCV 20200
HIST 25701,CMES 30634
HIST 25701,CRES 25701
HIST 25701,HIST 35701
HIST 25701,NEHC 20634
HIST 25701,NEHC 30634
HIST 25704,NEHC 30501
HIST 25704,HIST 35704
HIST 25704,ISLM 30500
HIST 25704,RLST 20501
HIST 25704,NEHC 20501
HIST 25804,NEHC 30502
HIST 25804,HIST 35804
HIST 25804,ISLM 30600
HIST 25804,NEHC 20502
HIST 25904,NEHC 30503
HIST 25904,HIST 35904
HIST 25904,ISLM 30700
HIST 25904,NEHC 20503
HIST 26214,LACS 25100
HIST 26214,HIST 36214
HIST 26214,LACS 35100
HIST 26604,SALC 25302
HIST 26604,CRES 25302
HIST 26707,SALC 20508
HIST 26707,CMST 24106
HIST 26707,HIST 36707
HIST 26707,SALC 30508
HIST 27013,RLST 21311
HIST 27013,HIPS 27013
HIST 27102,LLSO 24711
HIST 27102,FNDL 24711
HIST 27412,CRES 27412
HIST 27412,LLSO 21210
HIST 27506,GEOG 22100
HIST 27506,GEOG 32100
HIST 27506,HIST 37506
HIST 28000,HIST 38000
HIST 28000,AMER 28001
HIST 28000,CRES 28000
HIST 28000,GNSE 28202
HIST 28000,LACS 28000
HIST 28000,LACS 38000
HIST 28301,HIST 38301
HIST 28301,LLSO 20602
HIST 28800,GEOG 21900
HIST 28800,GEOG 31900
HIST 28800,HIST 38800
HIST 28807,AMER 28807
HIST 28807,CRES 28807
HIST 28900,GEOG 26100
HIST 28900,ENST 26100
HIST 28900,GEOG 36100
HIST 28900,HIST 38900
HIST 29000,HIST 39000
HIST 29000,CRES 29000
HIST 29000,CRES 39000
HIST 29000,LACS 29000
HIST 29000,LACS 39000
HIST 29000,RLST 21401
HIST 29000,HCHR 39200
HIST 29301,HMRT 20100
HIST 29301,HMRT 30100
HIST 29301,PHIL 21700
HIST 29301,PHIL 31600
HIST 29301,HIST 39301
HIST 29301,INRE 31600
HIST 29301,LAWS 41200
HIST 29301,MAPH 40000
HIST 29301,LLSO 25100
HIST 29302,HMRT 20200
HIST 29302,CRES 29302
HIST 29302,HIST 39302
HIST 29302,HMRT 30200
HIST 29302,INRE 31700
HIST 29302,LAWS 41301
HIST 29302,LLSO 27100
HIST 29303,HMRT 20300
HIST 29303,HMRT 30300
HIST 29303,HIST 39303
HIST 29303,INRE 31800
HIST 29303,LAWS 78201
HIST 29303,LLSO 27200
HIST 29311,HMRT 26800
HIST 29311,HIST 39311
HIST 29311,HMRT 36800
HIST 29312,HIST 39313
HIST 29312,SLAV 26500
HIST 29312,SLAV 36500
HIST 29312,HMRT 26500
HIST 29511,HMRT 36700
HIST 29511,HIST 39511
HIST 29511,HMRT 26700
HIPS 17300,HIST 17300
HIPS 17400,HIST 17400
HIPS 17402,HIST 17402
HIPS 17501,HIST 17501
HIPS 17502,HIST 17502
HIPS 17503,HIST 17503
HIPS 20300,CHSS 42300
HIPS 20700,PHIL 20100
HIPS 20700,CHSS 33500
HIPS 20700,PHIL 30000
HIPS 21100,ANTH 21406
HIPS 21100,ANTH 38300
HIPS 21200,ANTH 22400
HIPS 21200,ANTH 34900
HIPS 21301,ANTH 22105
HIPS 21301,ANTH 32300
HIPS 21400,BIOS 29281
HIPS 21911,BPRO 22610
HIPS 21911,BIOS 29313
HIPS 21911,PHIL 21610
HIPS 22300,CHSS 37700
HIPS 22300,PHIL 32900
HIPS 22300,PHIL 22900
HIPS 22401,CHDV 21500
HIPS 22401,GNSE 21500
HIPS 22601,ANTH 23600
HIPS 22601,ANTH 33610
HIPS 22700,CHSS 37600
HIPS 22700,PHIL 32700
HIPS 22700,EVOL 32700
HIPS 23500,ANTH 28300
HIPS 23500,ANTH 38200
HIPS 23500,EVOL 38200
HIPS 23600,ANTH 21102
HIPS 23600,ANTH 38400
HIPS 23600,EVOL 38400
HIPS 24000,ANTH 28100
HIPS 24000,ANTH 38100
HIPS 24000,EVOL 38100
HIPS 24300,PHIL 24800
HIPS 24300,CMLT 25001
HIPS 24300,FNDL 22001
HIPS 24300,GNSE 23100
HIPS 24800,HIST 25100
HIPS 24800,HIST 35100
HIPS 24800,CHSS 45100
HIPS 25107,CHSS 35107
HIPS 25107,HIST 25107
HIPS 25107,HIST 35107
HIPS 25203,HUMA 25202
HIPS 25203,LLSO 27801
HIPS 25203,CMST 25204
HIPS 25203,TAPS 28452
HIPS 25204,HUMA 25204
HIPS 25307,CHSS 35307
HIPS 25307,HIST 25307
HIPS 25307,HIST 35307
HIPS 25311,HIST 25311
HIPS 25408,CHSS 35408
HIPS 25408,HIST 25408
HIPS 25408,HIST 35408
HIPS 25506,HIST 25506
HIPS 25506,HIST 35506
HIPS 25506,CHSS 35506
HIPS 25506,PHIL 24301
HIPS 25506,PHIL 34301
HIPS 25600,STAT 26700
HIPS 25600,CHSS 32900
HIPS 25600,STAT 36700
HIPS 25901,CHSS 35900
HIPS 25901,HIST 25501
HIPS 25901,HIST 35501
HIPS 25901,PHIL 24300
HIPS 25901,PHIL 34300
HIPS 25901,PSYC 28200
HIPS 25902,BIOS 29270
HIPS 26000,PHIL 26000
HIPS 26101,CHDV 38701
HIPS 26203,ANTH 23805
HIPS 26203,ANTH 43805
HIPS 26203,CHSS 32805
HIPS 26502,SOCI 20148
HIPS 26502,SOCI 30148
HIPS 26502,CHSS 30310
HIPS 27013,RLST 21311
HIPS 27013,HIST 27013
HIPS 27302,CHDV 23301
HIPS 27302,ANTH 24315
HIPS 27302,ANTH 35115
HIPS 27302,CHDV 33301
HIPS 28002,HIST 25510
HIPS 28002,HIST 35505
HIPS 28002,CHSS 31502
HIPS 28101,PHIL 38209
HIPS 28101,SCTH 37501
HIPS 28202,PHIL 21109
HIPS 28202,PHIL 31109
HIPS 28303,CHSS 49401
HIPS 28303,HIST 49401
HIPS 29800,HIST 25503
HUMA 02980,SOSC 02980
HUMA 24005,BPRO 24000
HUMA 24005,PSYC 24050
HUMA 24005,PSYC 34050
HUMA 25204,HIPS 25204
HMRT 20100,HMRT 30100
HMRT 20100,PHIL 21700
HMRT 20100,PHIL 31600
HMRT 20100,HIST 29301
HMRT 20100,HIST 39301
HMRT 20100,INRE 31600
HMRT 20100,LAWS 41200
HMRT 20100,MAPH 40000
HMRT 20100,LLSO 25100
HMRT 20200,CRES 29302
HMRT 20200,HIST 29302
HMRT 20200,HIST 39302
HMRT 20200,HMRT 30200
HMRT 20200,INRE 31700
HMRT 20200,LAWS 41301
HMRT 20200,LLSO 27100
HMRT 20300,HMRT 30300
HMRT 20300,HIST 29303
HMRT 20300,HIST 39303
HMRT 20300,INRE 31800
HMRT 20300,LAWS 78201
HMRT 20300,LLSO 27200
HMRT 20116,SOCI 20116
HMRT 20116,HMRT 30116
HMRT 20116,PBPL 27900
HMRT 20116,SOCI 30116
HMRT 21400,MEDC 60405
HMRT 23301,HIST 22117
HMRT 23301,HIST 32117
HMRT 23301,HMRT 33001
HMRT 23301,LLSO 23402
HMRT 23302,HIST 33512
HMRT 23302,HMRT 33002
HMRT 23302,LLSO 23114
HMRT 23302,HIST 23512
HMRT 24701,LACS 25303
HMRT 24701,LAWS 62401
HMRT 25106,ARTV 23930
HMRT 25106,ARTV 33930
HMRT 25106,CMST 33930
HMRT 25106,HMRT 35106
HMRT 25107,ARTV 23931
HMRT 25107,CMST 23931
HMRT 25210,MAPS 36900
HMRT 25210,ANTH 20405
HMRT 25210,ANTH 30405
HMRT 25210,CHDV 30405
HMRT 25210,HMRT 35210
HMRT 25210,SOSC 36900
HMRT 26500,HIST 29312
HMRT 26500,HIST 39313
HMRT 26500,SLAV 26500
HMRT 26500,SLAV 36500
HMRT 26700,HMRT 36700
HMRT 26700,HIST 29511
HMRT 26700,HIST 39511
HMRT 26800,HIST 29311
HMRT 26800,HIST 39311
HMRT 26800,HMRT 36800
HMRT 27061,AMER 27605
HMRT 27061,CRES 27605
HMRT 27061,GNSE 27605
HMRT 27061,LLSO 28010
HMRT 27061,HIST 27605
HMRT 27306,HIST 37306
HMRT 27306,HMRT 37306
HMRT 27306,LLSO 27306
HMRT 27306,HIST 27306
HMRT 28310,HMRT 38310
HMRT 28310,CHDV 26310
HMRT 28602,BIOS 29323
HMRT 28602,BPRO 28600
HMRT 28602,CMLT 28900
HMRT 29504,HMRT 39504
HMRT 29505,HMRT 39505
HMRT 20100,HMRT 30100
HMRT 20100,PHIL 21700
HMRT 20100,PHIL 31600
HMRT 20100,HIST 29301
HMRT 20100,HIST 39301
HMRT 20100,INRE 31600
HMRT 20100,LAWS 41200
HMRT 20100,MAPH 40000
HMRT 20100,LLSO 25100
HMRT 20200,CRES 29302
HMRT 20200,HIST 29302
HMRT 20200,HIST 39302
HMRT 20200,HMRT 30200
HMRT 20200,INRE 31700
HMRT 20200,LAWS 41301
HMRT 20200,LLSO 27100
HMRT 20300,HMRT 30300
HMRT 20300,HIST 29303
HMRT 20300,HIST 39303
HMRT 20300,INRE 31800
HMRT 20300,LAWS 78201
HMRT 20300,LLSO 27200
HMRT 20116,SOCI 20116
HMRT 20116,HMRT 30116
HMRT 20116,PBPL 27900
HMRT 20116,SOCI 30116
HMRT 21400,MEDC 60405
HMRT 23301,HIST 22117
HMRT 23301,HIST 32117
HMRT 23301,HMRT 33001
HMRT 23301,LLSO 23402
HMRT 23302,HIST 33512
HMRT 23302,HMRT 33002
HMRT 23302,LLSO 23114
HMRT 23302,HIST 23512
HMRT 24701,LACS 25303
HMRT 24701,LAWS 62401
HMRT 25106,ARTV 23930
HMRT 25106,ARTV 33930
HMRT 25106,CMST 33930
HMRT 25106,HMRT 35106
HMRT 25107,ARTV 23931
HMRT 25107,CMST 23931
HMRT 25210,MAPS 36900
HMRT 25210,ANTH 20405
HMRT 25210,ANTH 30405
HMRT 25210,CHDV 30405
HMRT 25210,HMRT 35210
HMRT 25210,SOSC 36900
HMRT 26500,HIST 29312
HMRT 26500,HIST 39313
HMRT 26500,SLAV 26500
HMRT 26500,SLAV 36500
HMRT 26700,HMRT 36700
HMRT 26700,HIST 29511
HMRT 26700,HIST 39511
HMRT 26800,HIST 29311
HMRT 26800,HIST 39311
HMRT 26800,HMRT 36800
HMRT 27061,AMER 27605
HMRT 27061,CRES 27605
HMRT 27061,GNSE 27605
HMRT 27061,LLSO 28010
HMRT 27061,HIST 27605
HMRT 27306,HIST 37306
HMRT 27306,HMRT 37306
HMRT 27306,LLSO 27306
HMRT 27306,HIST 27306
HMRT 28310,HMRT 38310
HMRT 28310,CHDV 26310
HMRT 28602,BIOS 29323
HMRT 28602,BPRO 28600
HMRT 28602,CMLT 28900
HMRT 29504,HMRT 39504
HMRT 29505,HMRT 39505
ISHU 23000,ENGL 13000
ISHU 23000,ENGL 33000
INST 27701,ANTH 25116
INST 27701,CHDV 25116
INST 27702,ANTH 25117
JWSC 11000,ARAM 10101
JWSC 11100,ARAM 10102
JWSC 11200,ARAM 10103
JWSC 20001,CRES 20001
JWSC 20001,HIST 22113
JWSC 20001,NEHC 20401
JWSC 20001,NEHC 30401
JWSC 20001,RLST 20604
JWSC 20002,HIST 22406
JWSC 20002,NEHC 20402
JWSC 20002,NEHC 30402
JWSC 20002,RLST 25801
JWSC 20003,HIST 22202
JWSC 20003,NEHC 20403
JWSC 20003,NEHC 30403
JWSC 20003,RLST 20605
JWSC 20004,RLST 11005
JWSC 20004,BIBL 31000
JWSC 20005,NEHC 20405
JWSC 20005,NEHC 30405
JWSC 20005,RLST 20408
JWSC 20006,NEHC 20406
JWSC 20006,NEHC 30406
JWSC 20006,CMLT 20401
JWSC 20006,CMLT 30401
JWSC 20006,RLST 20406
JWSC 20006,RLIT 30406
JWSC 20006,FNDL 20415
JWSC 20300,YDDH 10100
JWSC 20300,LGLN 27200
JWSC 20300,YDDH 37300
JWSC 20400,YDDH 10200
JWSC 20400,LGLN 27300
JWSC 20400,YDDH 37400
JWSC 20500,YDDH 10300
JWSC 20500,LGLN 27400
JWSC 20500,YDDH 37500
JWSC 20452,NEHC 30452
JWSC 20452,CMLT 30452
JWSC 20911,RLST 20911
JWSC 20911,HIJD 30911
JWSC 20911,NEHC 20491
JWSC 22000,HEBR 10101
JWSC 22100,HEBR 10102
JWSC 22200,HEBR 10103
JWSC 22201,HEBR 20301
JWSC 22302,HEBR 20302
JWSC 22300,HEBR 20104
JWSC 22400,HEBR 20105
JWSC 22500,HEBR 20106
JWSC 23000,NEHC 20411
JWSC 23000,NEHC 30411
JWSC 23100,NEHC 30412
JWSC 23100,NEHC 20412
JWSC 23200,NEHC 30413
JWSC 23200,HUMA 23200
JWSC 23200,NEHC 20413
JWSC 24500,CHDV 27317
JWSC 24500,CRES 27317
JWSC 25000,HEBR 10501
JWSC 25100,HEBR 10502
JWSC 25200,HEBR 10503
JWSC 25300,HEBR 20501
JWSC 25400,HEBR 20502
JWSC 25500,HEBR 20503
JWSC 25601,HEBR 30601
JWSC 25601,LGLN 23001
JWSC 25601,LGLN 33001
JWSC 26115,PHIL 25115
JWSC 26115,DVPR 35115
JWSC 26115,HIJD 35115
JWSC 26115,ITAL 25115
JWSC 26115,ITAL 35115
JWSC 26115,PHIL 35115
JWSC 26115,RLST 25115
JWSC 26310,HIST 23515
JWSC 26310,GRMN 23510
JWSC 26310,SLAV 23510
JWSC 26600,PLSC 28500
JWSC 27301,YDDH 20100
JWSC 27301,YDDH 39500
JWSC 27401,YDDH 20200
JWSC 27401,YDDH 39600
JWSC 28914,GRMN 28914
JWSC 28914,GRMN 38914
JWSC 28914,MUSI 28914
JWSC 28914,MUSI 38914
JWSC 28914,RLIT 38914
JWSC 28914,RLST 28914
JWSC 28914,TAPS 28417
LACS 16100,ANTH 23101
LACS 16100,CRES 16101
LACS 16100,HIST 16101
LACS 16100,HIST 36101
LACS 16100,LACS 34600
LACS 16100,SOSC 26100
LACS 16200,ANTH 23102
LACS 16200,CRES 16102
LACS 16200,HIST 16102
LACS 16200,HIST 36102
LACS 16200,LACS 34700
LACS 16200,SOSC 26200
LACS 16300,ANTH 23103
LACS 16300,CRES 16103
LACS 16300,HIST 16103
LACS 16300,HIST 36103
LACS 16300,LACS 34800
LACS 16300,SOSC 26300
LACS 16460,ARTH 16460
LACS 16700,ARTH 16600
LACS 17735,ARTH 17735
LACS 21205,ARTH 21205
LACS 21205,ARTH 31205
LACS 21205,LACS 31205
LACS 22310,SPAN 22310
LACS 22310,LACS 32310
LACS 22310,SPAN 32310
LACS 22314,SPAN 22314
LACS 22314,LACS 32314
LACS 22314,SPAN 32314
LACS 22501,LACS 32501
LACS 22502,LACS 32502
LACS 22503,LACS 32503
LACS 23510,FREN 23510
LACS 23510,FREN 33510
LACS 23510,LACS 33510
LACS 24250,ARTH 24250
LACS 24250,GNSE 24250
LACS 24512,LACS 34512
LACS 24513,LACS 34513
LACS 24514,LACS 34514
LACS 24801,SPAN 24801
LACS 24801,LACS 34801
LACS 24801,SPAN 34800
LACS 25100,HIST 26214
LACS 25100,HIST 36214
LACS 25100,LACS 35100
LACS 27808,ARTH 27808
LACS 27808,ARTH 37808
LACS 27808,LACS 37808
LACS 27901,CHDV 27901
LACS 27901,CHDV 47901
LACS 27901,LACS 47901
LACS 27902,CHDV 27902
LACS 27902,CHDV 47902
LACS 27903,CHDV 27903
LACS 27903,CHDV 47903
LACS 27903,LACS 47903
LACS 29700,LACS 40100
LLSO 20601,HIST 25300
LLSO 20601,HIST 35300
LLSO 20702,HIST 20101
LLSO 20702,CRES 20101
LLSO 20702,HIST 30101
LLSO 21710,FNDL 29300
LLSO 21710,PLSC 32100
LLSO 21710,SCTH 31710
LLSO 21710,PLSC 20800
LLSO 21810,PLSC 21810
LLSO 21810,HMRT 39000
LLSO 21810,PLSC 39000
LLSO 21811,HIST 29005
LLSO 22104,CHSS 31900
LLSO 22104,HIPS 26700
LLSO 22104,HIST 33000
LLSO 22104,HIST 23000
LLSO 22612,PHIL 21600
LLSO 22612,GNSE 21601
LLSO 22612,PLSC 22600
LLSO 23501,HIST 35415
LLSO 23501,CHSS 35415
LLSO 23501,HIST 25415
LLSO 23900,PLSC 28800
LLSO 23900,PLSC 48800
LLSO 24300,LAWS 59800
LLSO 24300,LAWS 49801
LLSO 24711,FNDL 24711
LLSO 24711,HIST 27102
LLSO 25411,HIST 37006
LLSO 25411,HIST 27006
LLSO 25417,PLSC 25800
LLSO 25612,PLSC 25612
LLSO 25903,PLSC 23010
LLSO 25903,HMRT 23010
LLSO 26815,CRES 16402
LLSO 26815,HIST 16402
LLSO 28500,PLSC 48300
LLSO 28500,FNDL 23400
LLSO 28500,SCTH 30300
LLSO 20602,HIST 28301
LLSO 20602,HIST 38301
LLSO 20603,HIST 18700
LLSO 20606,HIST 18710
LLSO 20911,PLSC 26610
LLSO 21103,HIST 28905
LLSO 21103,ENGL 25417
LLSO 21103,GNSE 28905
LLSO 21103,HIST 38905
LLSO 21210,HIST 27412
LLSO 21210,CRES 27412
LLSO 22106,HIST 18804
LLSO 22106,GNSE 18804
LLSO 22210,HIST 27705
LLSO 22210,CRES 27705
LLSO 22210,HIST 37705
LLSO 22612,PHIL 21600
LLSO 22612,GNSE 21601
LLSO 22612,PLSC 22600
LLSO 22707,HIST 22707
LLSO 22707,HIST 32707
LLSO 22710,PLSC 22710
LLSO 23100,ENST 23100
LLSO 23100,PBPL 23100
LLSO 23114,HIST 33512
LLSO 23114,HMRT 23302
LLSO 23114,HMRT 33002
LLSO 23114,HIST 23512
LLSO 23402,HIST 22117
LLSO 23402,HIST 32117
LLSO 23402,HMRT 23301
LLSO 23402,HMRT 33001
LLSO 23415,PLSC 23415
LLSO 23415,HIST 23300
LLSO 23415,HIST 33300
LLSO 23415,PLSC 32815
LLSO 24000,PLSC 29200
LLSO 24011,PLSC 22515
LLSO 24011,PLSC 42515
LLSO 24901,PBPL 24701
LLSO 24901,ENST 24701
LLSO 25100,HMRT 20100
LLSO 25100,HMRT 30100
LLSO 25100,PHIL 21700
LLSO 25100,PHIL 31600
LLSO 25100,HIST 29301
LLSO 25100,HIST 39301
LLSO 25100,INRE 31600
LLSO 25100,LAWS 41200
LLSO 25100,MAPH 40000
LLSO 25203,HIST 25203
LLSO 25203,HIST 35203
LLSO 25204,HIST 25204
LLSO 25204,HIST 35204
LLSO 25215,PLSC 25215
LLSO 25610,PLSC 25610
LLSO 25903,PLSC 23010
LLSO 25903,HMRT 23010
LLSO 25904,HIST 17805
LLSO 26000,HIST 27001
LLSO 26000,HIST 37001
LLSO 26109,PLSC 26109
LLSO 26201,ENST 21800
LLSO 26201,PBPL 21800
LLSO 26202,ECON 26600
LLSO 26202,GEOG 26600
LLSO 26202,GEOG 36600
LLSO 26202,PBPL 24500
LLSO 26500,CRES 26500
LLSO 26500,CRES 36500
LLSO 26500,HIST 26500
LLSO 26500,HIST 36500
LLSO 26500,LACS 36500
LLSO 26601,PLSC 28000
LLSO 26601,PLSC 38000
LLSO 26702,PLSC 28600
LLSO 26802,PLSC 22400
LLSO 26803,HIST 27114
LLSO 26803,CRES 27114
LLSO 26803,HIST 37114
LLSO 26803,HMRT 27114
LLSO 26804,PLSC 26800
LLSO 27100,HMRT 20200
LLSO 27100,CRES 29302
LLSO 27100,HIST 29302
LLSO 27100,HIST 39302
LLSO 27100,HMRT 30200
LLSO 27100,INRE 31700
LLSO 27100,LAWS 41301
LLSO 27101,PLSC 23100
LLSO 27200,HMRT 20300
LLSO 27200,HMRT 30300
LLSO 27200,HIST 29303
LLSO 27200,HIST 39303
LLSO 27200,INRE 31800
LLSO 27200,LAWS 78201
LLSO 27306,HIST 37306
LLSO 27306,HMRT 27306
LLSO 27306,HMRT 37306
LLSO 27306,HIST 27306
LLSO 27307,PLSC 29500
LLSO 27601,HIST 30109
LLSO 27601,CRES 20109
LLSO 27601,CRES 30109
LLSO 27601,HIST 20109
LLSO 27704,PLSC 37702
LLSO 27704,PLSC 27702
LLSO 27801,HUMA 25202
LLSO 27801,HIPS 25203
LLSO 27801,CMST 25204
LLSO 27801,TAPS 28452
LLSO 28000,HIST 18600
LLSO 28000,HMRT 28600
LLSO 28010,AMER 27605
LLSO 28010,CRES 27605
LLSO 28010,GNSE 27605
LLSO 28010,HMRT 27061
LLSO 28010,HIST 27605
LLSO 28100,PLSC 22510
LLSO 28212,PLSC 28212
LLSO 28311,HIST 23401
LLSO 28311,HIST 33401
LLSO 28311,JWSC 23401
LLSO 28311,PLSC 23401
LLSO 28311,PLSC 33401
LLSO 28313,HIST 28704
LLSO 28313,CRES 28704
LLSO 28313,GNSE 28703
LLSO 28313,GNSE 38702
LLSO 28313,HIST 38704
LLSO 28314,AFAM 27403
LLSO 28314,CRES 27403
LLSO 28314,CRES 37403
LLSO 28314,HIST 27403
LLSO 28314,HIST 37403
LLSO 28604,GNDR 28604
LLSO 28604,HIST 28604
LLSO 28604,HMRT 28604
LLSO 28613,PLSC 28615
LLSO 28710,PLSC 28710
LLSO 28711,HIST 27400
LLSO 28711,AFAM 27403
LLSO 28711,CRES 27400
LLSO 28711,CRES 37400
LLSO 28711,HIST 37400
LLSO 29201,PLSC 29201
LGLN 10101,ARME 10101
LGLN 10101,EEUR 21100
LGLN 10102,ARME 10102
LGLN 10102,EEUR 21200
LGLN 10103,ARME 10103
