CLCV 23514,Spring
CLCV 23915,Winter
CLCV 24113,Spring
CLCV 24115,Autumn
CLCV 24215,Winter
CLCV 24306,Autumn
CLCV 24307,Spring
CLCV 24506,Autumn
CLCV 24508,Spring
CLCV 24914,Winter
CLCV 25510,Autumn
CLCV 25700,Autumn
CLCV 25800,Winter
CLCV 25900,Spring
CLCV 26514,Autumn
CLCV 26914,Spring
CLCV 27514,Autumn
CLCV 27714,Spring
CLCV 28300,Spring
CLCV 29113,Spring
CLCV 29700,Unknown
CLCV 29800,Unknown
GREK 10100,Autumn
GREK 10200,Winter
GREK 10300,Spring
GREK 11100,Autumn
GREK 11200,Winter
GREK 11300,Spring
GREK 20100,Autumn
GREK 20200,Winter
GREK 20300,Spring
GREK 21100,Unknown
GREK 21200,Unknown
GREK 21300,Unknown
GREK 21700,Unknown
GREK 21800,Unknown
GREK 21900,Unknown
GREK 22314,Spring
GREK 22400,Autumn
GREK 22500,Winter
GREK 26100,Winter
GREK 27100,Spring
GREK 29700,Unknown
LATN 10100,Autumn
LATN 10200,Winter
LATN 10300,Spring
LATN 11100,Autumn
LATN 11200,Winter
LATN 11300,Spring
LATN 20100,Autumn
LATN 20200,Winter
LATN 20300,Spring
LATN 21100,Unknown
LATN 21200,Unknown
LATN 21300,Unknown
LATN 21700,Unknown
LATN 21800,Unknown
LATN 21900,Unknown
LATN 22100,Winter
LATN 22200,Spring
LATN 22300,Autumn
LATN 22400,Unknown
LATN 25000,Winter
LATN 26513,Spring
LATN 28614,Winter
LATN 29700,Unknown
CHDV 20000,Autumn
CHDV 20100,Winter
CHDV 20101,Spring
CHDV 20129,Winter
CHDV 20150,Autumn
CHDV 20206,Winter
CHDV 20207,Autumn
CHDV 20209,Winter
CHDV 20304,Winter
CHDV 20305,Autumn
CHDV 20400,Autumn
CHDV 20405,Spring
CHDV 21000,Autumn
CHDV 21401,Spring
CHDV 21500,Winter
CHDV 21800,Autumn
CHDV 21901,Spring
CHDV 22212,Unknown
CHDV 23204,Spring
CHDV 23249,Winter
CHDV 23301,Winter
CHDV 23620,Unknown
CHDV 23900,Winter
CHDV 24402,Spring
CHDV 25116,Winter
CHDV 25120,Spring
CHDV 25900,Spring
CHDV 26000,Winter
CHDV 26226,Unknown
CHDV 26227,Unknown
CHDV 26228,Unknown
CHDV 26232,Winter
CHDV 26233,Autumn
CHDV 26235,Winter
CHDV 26303,Spring
CHDV 26310,Winter
CHDV 27317,Autumn
CHDV 27700,Autumn
CHDV 27821,Autumn
CHDV 27901,Autumn
CHDV 27902,Winter
CHDV 27903,Spring
CHDV 27950,Winter
CHDV 29301,Spring
CHDV 29700,Unknown
CHDV 29800,Spring
CHDV 29900,Unknown
CMLT 20500,Autumn
CMLT 20600,Winter
CMLT 21101,Unknown
CMLT 21202,Unknown
CMLT 22301,Spring
CMLT 22400,Autumn
CMLT 22500,Winter
CMLT 23201,Autumn
CMLT 23401,Winter
CMLT 23702,Unknown
CMLT 23901,Winter
CMLT 24220,Spring
CMLT 24250,Spring
CMLT 24270,Unknown
CMLT 24408,Winter
CMLT 25001,Autumn
